AGE;EDUCATION;ETHNICITY;GENDER;HOUSEHOLDSIZE;IDEOLOGY;INCOME;MARITALSTATUS;MBTI;NATIONALITY;NOM;OCCUPATION;PLACEOFRESIDENCE
4;5;1;1;1;2;2;1;6;1;Louis U.;8;1
5;3;1;2;1;3;1;1;13;1;George N.-M.;5;1
5;3;1;2;1;2;2;2;6;1;Adrian D.;8;1
2;5;1;1;1;3;1;2;9;1;Paul E.;8;1
3;2;1;2;3;2;2;2;2;1;Noura T.;5;1
2;5;1;1;1;3;1;2;7;1;Alessandro W. Y.;8;1
4;1;2;2;3;2;2;3;7;1;Amelia L.-A.;4;1
4;1;3;2;3;2;1;3;4;2;Thomas X.;3;1
4;2;1;2;2;2;3;4;2;1;Sofia F.-V.;4;1
5;3;1;1;1;3;1;1;14;1;Patricia W.;6;1
4;1;3;2;3;1;2;3;7;1;Fatou G.;4;1
1;4;2;2;3;2;1;2;1;1;Chloé P.;3;1
2;3;1;1;1;3;1;1;11;1;Priya N. Z.;9;1
5;3;1;1;1;1;1;1;14;1;Antonio D.;6;1
4;3;1;2;2;2;2;2;8;1;Emma P.;8;1
3;2;1;2;2;1;2;3;5;1;Amelia T.;3;1
1;4;4;2;3;2;1;3;16;2;Sofia X.;3;1
1;4;1;2;1;2;2;1;6;1;Hassan O.;8;1
4;2;1;2;3;3;2;1;1;1;Freya F.;7;1
4;4;3;2;3;2;1;1;4;1;Hina R.;5;1
3;5;1;1;1;3;1;2;11;1;Vivaan Z.;8;1
3;5;1;1;1;3;1;1;10;1;Pedro G.;8;1
2;2;3;2;3;2;1;1;16;1;Charlie M.;3;1
4;1;3;2;3;2;4;3;7;3;Luigi U.;6;1
3;5;1;1;1;2;1;2;10;1;Han Y.;8;1
1;4;1;1;1;1;1;4;14;1;Fernando K.;5;1
2;2;1;2;2;1;3;2;1;1;Daiki W.;5;1
3;5;1;1;1;3;2;1;6;1;Ismaël L.;8;1
5;3;1;1;1;1;1;1;13;1;Valentina V.;5;1
4;2;1;2;1;2;2;2;8;1;Hugo K.;8;1
3;3;1;2;3;2;3;2;2;1;Mia P.;5;1
2;2;1;2;2;1;1;2;8;1;Kei Q.;8;1
5;3;1;1;1;3;1;1;14;1;Rachid S.;6;1
5;5;1;1;1;2;1;3;10;1;Thomas T.;8;1
4;5;1;1;1;3;1;2;9;1;James Q.;8;1
3;2;1;2;3;2;2;2;2;1;Ai F.;5;1
1;3;1;1;1;3;1;2;11;1;Aisha T. N.;9;1
1;3;1;2;1;2;2;1;7;1;Fanta Q.;8;1
4;2;1;2;1;3;3;1;6;1;Cheikh T.;8;1
4;3;1;1;1;3;1;1;12;1;Manon X.;9;1
2;2;1;2;3;3;1;2;2;1;Laura Y.;5;1
3;2;1;2;2;2;2;2;8;1;Camille R.;8;1
3;5;1;1;1;3;2;1;8;1;Luca V.;8;1
1;5;1;1;1;3;1;1;9;1;Anna D.;8;1
2;2;1;2;2;2;2;2;1;1;Mia J.;3;1
1;5;1;1;1;1;1;2;9;1;Astrid K.;8;1
2;2;1;2;3;3;1;2;2;1;Khady D.;5;1
5;3;1;1;1;3;1;1;13;1;Emma H.;6;1
4;1;1;2;3;2;1;2;2;1;Kaori R.;2;1
3;2;1;2;2;2;1;2;5;3;Hugo E. A.;8;1
3;2;1;2;2;1;1;4;1;1;Ali F.;8;1
1;1;1;2;1;1;2;2;6;1;Jabari B.;8;1
4;2;1;2;2;3;2;1;1;1;Marina P.;7;1
5;4;1;1;1;1;2;2;7;1;Lucie D.;8;1
3;5;1;1;1;1;1;1;9;1;Jessica U.;8;1
4;3;1;2;3;2;1;2;15;1;Riko B.;4;1
1;2;1;2;2;1;1;2;5;1;Harry O.;8;1
2;2;1;2;2;1;1;1;7;1;Hugo Y.;8;1
2;1;1;1;1;3;1;2;11;1;Chloé C.;9;1
4;1;1;2;2;1;3;1;1;1;Luigi O.;8;1
1;1;1;2;2;4;3;4;2;1;Zanele L.;5;1
2;2;3;2;3;2;5;3;16;1;Moussa U.;4;1
5;3;1;1;1;1;1;1;13;1;Vincent S.;6;1
5;3;1;1;1;3;1;1;13;1;Ndiaye T.;6;1
1;1;1;1;1;3;1;1;12;1;Guillaume P.;9;1
1;3;4;1;1;1;1;1;14;4;Pablo W.;6;1
1;5;1;2;1;2;2;1;6;1;Carlos F.;8;1
1;5;1;1;1;3;2;1;11;1;Sakura P. R.;8;1
3;2;1;2;2;1;1;4;3;1;Kimi S.;8;1
5;3;1;1;1;3;1;1;14;1;Ismaël S.;6;1
4;2;1;2;2;1;3;4;1;1;Laura B.;8;1
4;2;1;2;2;3;2;2;1;1;Saga W.;3;1
1;5;1;1;1;1;1;1;9;1;Luc V.-M.;8;1
3;2;1;2;1;2;2;2;5;1;Nathan V. R.;8;1
4;1;1;2;3;2;1;3;4;3;Moussa A.;2;1
3;1;1;2;2;1;2;4;13;1;Luc S.;4;1
5;3;1;1;1;3;1;1;13;1;Ben B.;5;1
2;2;1;2;2;2;3;1;2;1;Aisha F.;5;1
3;2;1;2;2;2;1;2;1;1;Fatima V.;4;1
4;4;2;2;3;1;1;2;5;2;Hana H.;6;1
3;1;1;1;1;1;1;1;11;1;Lucia K.;9;1
2;3;1;2;2;1;2;1;1;1;Tariro W.;4;1
3;5;1;1;1;1;1;2;10;1;Li F.;8;1
4;2;1;2;3;1;4;3;16;1;Nour Y.;5;1
2;1;1;1;1;3;1;1;13;1;James J. J.;4;1
5;3;1;1;1;3;1;1;14;1;Hicham W.;6;1
1;3;1;2;2;1;2;1;12;1;Xiao R.-A.;7;1
4;4;2;2;3;1;1;1;5;1;Lorenzo Y.;6;1
3;1;1;2;1;3;1;3;6;1;Daniela G.;8;1
3;5;1;2;2;1;2;3;5;1;Yuki Y.;8;1
4;1;3;2;3;2;1;2;2;1;George K.;7;1
4;1;3;2;3;2;1;2;4;4;Aziz S.;4;1
2;2;1;2;2;1;1;2;1;1;Issa I.;8;1
3;2;1;2;2;2;1;2;2;1;Lars K.;7;1
1;3;1;1;1;1;1;1;11;1;Chloé I.;9;1
1;5;1;1;1;3;1;2;8;1;Luc D.;8;1
1;4;1;2;3;2;1;2;10;1;Thabo B.;5;1
3;2;1;2;2;1;1;2;2;1;Clément O.;5;1
1;5;1;1;1;2;1;2;12;1;Yacouba W.;9;1
4;5;1;1;1;2;2;1;8;1;Marina K.;8;1
5;3;1;1;1;3;1;1;14;1;Sandra J.;6;1
3;2;1;2;3;2;2;2;2;1;Ananya J. K.;5;1
4;2;1;2;3;3;2;1;1;1;Maria H.;7;1
4;1;1;2;3;4;2;1;2;1;Fatima R.;4;1
4;1;1;2;3;2;1;3;4;1;Yui F. B.;3;1
5;3;1;1;1;1;1;1;13;1;Lea S.;5;1
1;5;1;1;1;1;1;1;13;1;Xiao D.;9;1
3;3;1;1;1;1;1;1;13;1;Riko J.;4;1
4;2;1;2;1;3;1;4;7;1;Wei L.;8;1
5;3;1;1;1;1;1;1;15;1;Sofia P.;6;1
4;1;4;2;3;2;3;3;4;4;Moussa R.;4;1
3;5;1;1;1;3;1;2;9;1;Sofiane T.;8;1
2;1;1;1;1;1;1;2;12;1;Jack J.;9;1
4;2;1;2;2;1;1;1;1;1;Matteo C.;3;1
1;3;1;1;1;1;1;1;13;1;Ismaël Z.;9;1
2;5;1;1;1;3;1;2;11;1;Krishna P.-L.;8;1
2;3;1;1;1;3;1;1;13;1;Elena M.;9;1
1;5;1;1;1;3;1;2;12;1;Binta M.;8;1
1;3;1;1;1;3;1;1;13;1;Giovanni L.;4;1
3;2;1;2;2;1;1;1;1;1;Björn B.;8;1
1;4;4;2;3;1;1;3;6;3;Laura M.;5;1
2;2;1;2;1;2;2;1;6;1;Kimi Z.;8;1
3;2;1;2;3;3;4;4;16;1;Bilal A.;5;1
1;1;1;2;3;4;3;4;2;1;Ruby C.;5;1
4;5;1;2;2;1;2;1;3;1;Aïcha S.;5;1
4;2;1;2;3;2;2;2;1;1;Henry K. B.;5;1
4;4;1;2;3;2;2;2;2;3;Leïla X.;8;1
3;5;1;1;1;4;1;2;11;1;Paul V.-T.;8;1
2;3;1;1;1;1;1;1;14;1;Riko X.;9;1
3;2;1;2;2;1;1;2;1;1;John A.;6;1
1;4;1;1;1;3;1;4;14;1;Fanta X.;5;1
2;2;1;2;2;1;1;1;7;1;Nicola Y.;8;1
4;2;1;2;3;3;2;3;1;1;Amina W.;4;1
3;2;1;2;3;2;2;2;2;1;Hana V.;5;1
4;3;1;2;3;1;4;1;15;1;Rémi C.;5;1
3;5;1;1;1;2;1;2;10;1;Noura O.;8;1
4;1;3;2;3;3;1;3;4;3;Finn R.;4;1
5;3;1;2;1;3;1;1;13;1;Salma F.;5;1
5;3;1;1;1;3;1;1;15;1;Franco L.;6;1
1;4;1;2;1;2;1;3;6;1;Daisuke E.;8;1
3;2;1;2;1;2;2;1;6;1;Elsa H.;8;1
5;4;1;1;1;3;1;1;14;1;Lina E. R.;6;1
4;2;1;2;1;1;1;4;6;1;Martin N.;8;1
2;1;1;1;1;3;1;2;11;1;Emma S.;9;1
5;3;1;1;1;3;1;1;13;1;Lucie Z.;5;1
3;1;1;2;2;1;2;3;1;1;Amina Z. G.;4;1
5;5;1;1;1;1;2;1;15;1;Yuki L.;8;1
3;2;1;2;2;2;1;1;3;1;Brahim C.;8;1
4;4;4;2;3;1;1;2;5;1;Clara G.;6;1
2;4;1;1;1;1;1;4;14;1;Amelia F. T.;9;1
2;5;1;1;1;3;1;4;14;1;Aurora N.-P.;9;1
2;2;1;2;3;3;1;2;2;1;Léa V.;5;1
1;4;1;1;1;2;1;1;7;1;Gabriella F.;8;1
2;4;1;1;1;3;1;4;14;1;Isla K.;5;1
4;2;1;2;3;3;4;1;16;1;Thabo C.;5;1
5;5;1;1;1;3;1;1;14;1;Eva K.;6;1
2;2;1;2;1;2;2;2;8;1;Simone I.;8;1
4;1;3;2;3;3;2;2;15;2;Claire H. D.;8;1
2;3;1;1;1;1;1;2;11;1;Adam W. V.;9;1
1;4;1;1;1;1;1;1;13;1;Youssef W.;9;1
4;1;2;2;3;2;1;2;2;1;Emily Q.;3;1
4;2;1;2;3;1;5;2;2;4;William J.;5;1
1;5;1;1;1;3;1;2;10;1;Isabel X.;9;1
5;3;1;1;1;3;1;1;15;1;Amelia K.;6;1
3;5;1;2;2;1;3;1;3;1;Hina K.-S.;8;1
1;1;1;2;3;4;3;4;2;1;Rosa B.;5;1
2;2;1;2;3;1;3;1;2;3;Luc Z.;6;1
4;2;1;2;2;3;2;3;1;1;Jesus N.;4;1
1;5;1;1;1;2;1;3;9;1;Li E.;8;1
3;2;1;2;2;1;1;2;5;1;Omar C. N.;8;1
2;5;1;1;1;3;1;2;7;1;Fang C.-Z.;8;1
1;1;1;2;3;4;3;4;2;1;Takeshi T.;5;1
3;2;1;2;1;2;1;2;7;1;Wei A.;8;1
3;5;1;2;2;1;2;1;6;1;Adama C.;8;1
1;1;1;1;1;3;1;1;11;1;Federico M.;9;1
2;4;1;1;1;3;1;4;14;1;Takumi H.-M.;5;1
4;1;2;2;3;2;1;2;2;3;Ethan X.;3;1
1;5;1;1;1;2;1;1;10;1;Leïla O.;8;1
1;1;1;1;1;3;1;1;13;1;Valentin P.;4;1
5;4;1;1;1;3;1;1;14;1;James C. K.;6;1
1;4;1;2;2;3;2;2;1;1;Naoko Z.;3;1
3;5;1;2;2;1;2;1;1;1;Abibatou N.;8;1
4;2;1;2;1;1;2;1;8;1;Ndiaye H.;8;1
4;2;1;2;3;3;2;1;1;1;William G.;7;1
1;5;1;1;1;2;1;1;10;1;Yuna H.;8;1
2;3;1;1;1;3;1;1;13;1;Harry Z.;9;1
