AGE;EDUCATION;ETHNICITY;GENDER;HOUSEHOLDSIZE;IDEOLOGY;INCOME;MARITALSTATUS;MBTI;NATIONALITY;NOM;OCCUPATION;PLACEOFRESIDENCE
3;2;1;2;3;2;3;1;1;1;Takeshi T.;5;1
5;5;1;1;1;3;1;2;12;1;Xiao D.;4;1
2;4;1;1;1;1;1;1;14;1;Amelia F. T.;6;1
2;2;1;2;2;1;2;2;2;1;Saga W.;8;1
2;2;1;1;1;1;1;4;10;1;Lucas T.;8;1
3;2;1;1;1;2;1;4;10;1;Yuna H.;8;1
3;2;1;2;2;3;1;1;5;1;Giovanni T.;8;1
2;2;1;1;1;2;1;4;11;1;Pedro G.;8;1
3;2;1;2;1;2;2;1;6;1;Kimi Z.;8;1
1;4;1;1;1;3;1;1;14;1;Antonio H.;6;1
3;1;1;2;2;1;2;2;16;1;Amina Z. G.;3;1
4;2;1;2;2;2;2;2;5;1;Luis K.;8;1
3;2;1;2;2;2;1;1;1;1;Elisa R.;4;1
1;1;1;1;1;1;1;1;5;1;Han Y.;9;1
4;1;3;2;3;2;1;2;2;2;Khady S.;8;1
4;2;1;2;1;1;2;2;6;1;Ahmed T.;8;1
2;3;1;2;1;2;1;1;6;1;Carlos F.;8;1
5;3;1;2;3;3;1;2;14;1;James J. J.;4;1
3;2;1;2;2;3;2;2;3;1;Luigi O.;8;1
3;2;1;2;3;4;3;4;2;1;William J.;5;1
4;1;1;2;3;1;2;4;1;1;Seynabou T.;2;1
3;2;1;2;3;3;3;2;1;1;Dalila J.;8;1
4;1;1;2;2;2;3;1;15;1;Lars K.;3;1
3;5;1;1;1;3;1;4;10;1;Yacouba W.;9;1
2;4;1;1;1;1;1;1;14;1;Thomas Q.;7;1
3;2;3;2;3;1;2;2;1;1;Andres X.;5;1
5;3;1;1;1;3;1;1;15;1;Luca D.-E.;6;1
3;5;1;1;1;1;1;1;12;1;Rossana B.;9;1
1;5;1;1;1;3;1;2;12;1;Imen F.;9;1
4;1;2;2;3;2;2;3;7;1;Amelia L.-A.;5;1
2;4;1;1;1;3;1;1;14;1;Isla K.;6;1
5;5;1;1;1;1;1;1;12;1;Wei W.;4;1
1;4;1;1;1;1;1;1;14;1;James C. K.;7;1
2;4;1;1;1;1;1;1;14;1;Fanta X.;9;1
1;1;1;2;2;3;2;2;8;1;Paul A. L.;8;1
4;4;1;2;3;4;1;1;5;1;Hana H.;6;1
4;4;1;2;3;4;1;2;2;1;Rémi C.;4;1
3;3;1;2;2;2;1;1;3;1;Abibatou N.;8;1
3;1;1;1;1;3;1;1;9;1;Luc D.;8;1
1;3;1;1;1;1;1;3;14;1;Rachid S.;6;1
4;3;1;2;3;2;3;2;1;1;Ai F.;5;1
2;2;1;2;1;2;1;2;8;1;Hassan O.;8;1
4;1;1;2;1;3;1;4;8;1;Wei L.;8;1
5;5;1;1;1;3;1;1;11;1;Juan S.;9;1
5;5;1;1;1;1;1;1;11;1;Kenta Z.;4;1
1;1;1;1;1;1;1;1;7;1;Vivaan Z.;9;1
5;3;1;1;1;3;1;1;13;1;Valentina V.;6;1
4;2;1;1;1;3;2;2;7;1;Matteo H.;8;1
3;2;1;2;2;2;1;4;8;1;Boubacar B.;8;1
3;2;1;2;2;2;1;1;7;1;Hannah U.;8;1
4;3;1;2;3;1;3;1;2;1;Bilal A.;5;1
1;5;1;1;1;3;1;3;11;1;Jia V. R.;9;1
4;1;2;2;3;1;1;2;2;1;Ethan X.;2;1
4;2;1;2;1;2;1;1;1;1;Martin N.;8;1
5;5;1;1;1;3;1;1;11;1;Noura A.;4;1
3;1;1;1;1;3;1;2;10;1;Henry O.;9;1
4;2;1;2;2;3;1;2;16;1;Naoko Z.;6;1
1;4;1;2;3;2;1;1;4;4;Thabo B.;2;1
1;3;1;1;1;3;1;1;14;1;Hanane W.;6;1
1;5;1;1;1;3;1;1;13;1;Lucia K.;9;1
5;3;1;1;1;1;1;1;13;1;Charlotte S.-C.;6;1
1;2;1;1;1;2;1;2;9;1;Luke U.;8;1
4;1;1;2;3;2;2;2;1;3;Matteo F.;8;1
2;1;1;1;1;2;1;1;10;1;Li E.;8;1
3;2;3;2;3;1;2;2;1;1;Federico Q.;5;1
3;1;1;2;2;1;1;1;16;1;Amelia T.;4;1
4;2;1;2;3;3;1;2;2;1;Mia P.;5;1
4;1;4;2;3;1;2;3;7;3;Fatou G.;5;1
5;3;1;1;1;1;1;1;13;1;Lucia Y.-G.;6;1
3;5;1;2;2;3;1;1;5;1;Nicola Y.;8;1
1;4;1;2;3;3;1;2;5;2;Sofia X.;8;1
1;4;1;1;1;1;1;1;14;1;Patricia W.;6;1
2;2;1;2;2;3;1;2;16;1;John A.;4;1
5;3;1;1;1;3;1;1;13;1;Ben B.;6;1
3;2;3;2;3;1;3;2;2;1;Amina W.;5;1
1;3;1;2;2;1;2;1;16;1;Li D.;3;1
5;5;1;1;1;3;1;1;12;1;Guillaume P.;6;1
2;2;1;2;2;2;1;2;4;1;Martin L.;8;1
4;4;1;2;3;2;2;2;2;3;Leïla X.;8;1
1;3;1;2;1;3;2;2;6;1;Cheikh T.;8;1
2;2;1;2;1;2;1;2;8;1;Adrian D.;8;1
4;2;1;2;2;2;1;1;2;1;Brahim C.;8;1
1;2;4;2;3;1;1;1;2;1;Thabo C.;7;1
1;2;1;1;1;2;1;1;11;1;Anna D.;8;1
4;1;2;2;3;2;1;2;2;1;Emily Q.;3;1
1;5;1;1;1;3;1;2;11;1;Bilal F.;9;1
4;4;1;2;3;1;1;2;6;4;Lorenzo Y.;8;1
2;4;1;1;1;3;1;1;14;1;Sophie V.;8;1
3;2;1;1;1;3;1;4;8;1;Paul E.;9;1
5;3;1;1;1;1;1;1;13;1;Lucie Z.;6;1
1;5;1;1;1;1;1;1;14;1;Carlos J.;7;1
5;5;1;1;1;3;1;4;12;1;Chloé I.;4;1
3;2;1;2;2;2;1;2;15;1;Xiao R.-A.;4;1
2;5;1;1;1;1;1;1;11;1;Aisha T. N.;9;1
1;3;1;2;2;2;2;1;16;1;Aïcha S.;7;1
1;1;1;1;1;3;1;1;11;1;Raffaele Z.;9;1
2;2;1;2;3;2;1;2;1;1;Jack W.;3;1
4;1;1;2;2;2;3;4;15;1;Diya W.-T.;5;1
3;1;1;1;1;2;1;1;1;1;Federico U.;8;1
3;5;1;2;2;3;1;1;3;1;Yuki Y.;8;1
4;4;1;2;3;2;1;2;6;3;Hina R.;5;1
1;3;1;2;3;3;2;2;2;1;Noura T.;5;1
4;2;1;2;1;1;2;2;6;1;Simone I.;8;1
4;2;1;2;3;3;1;2;2;1;Hana V.;5;1
5;2;1;2;3;1;1;2;13;1;Valentin P.;6;1
1;5;1;1;1;1;1;1;13;1;Amina L.;9;1
3;1;1;1;1;2;1;1;13;1;Thomas T.;8;1
2;4;1;1;1;3;1;2;7;1;Emma M.;9;1
3;2;1;2;2;4;2;1;16;1;Luc N.;4;1
3;2;1;2;2;2;1;1;3;1;Ali F.;8;1
2;2;1;2;2;2;2;2;5;1;Harry O.;8;1
4;1;1;2;2;2;2;2;6;1;Luc S.;8;1
2;2;1;2;2;2;1;1;16;1;Mia J.;4;1
3;5;1;1;1;3;1;2;11;1;Latifa N.;9;1
4;1;1;2;2;3;2;2;6;1;Julien Z.;8;1
5;3;1;1;1;1;1;1;13;1;Amelia K.;6;1
1;4;4;2;3;1;1;2;14;1;Laura M.;2;1
4;1;1;2;3;1;1;2;2;3;George P.;6;1
3;2;1;1;1;3;1;4;6;1;Sofiane T.;9;1
5;2;1;2;2;1;2;2;2;1;Sofia F.-V.;6;1
3;2;1;2;3;3;2;2;2;1;Jesus N.;5;1
5;3;1;1;1;3;1;1;13;1;Riko J.;7;1
3;5;1;1;1;3;1;1;11;1;Federico M.;9;1
4;4;3;2;3;3;1;3;4;1;Takumi F.-Z.;2;1
3;1;1;1;1;3;1;1;10;1;Adrien N.;9;1
1;2;1;1;1;1;1;2;10;1;Paul V.-T.;9;1
4;1;1;2;3;1;1;2;1;1;Kaori R.;2;1
4;4;2;2;3;4;1;1;5;1;Caterina Q.;2;1
2;2;1;2;3;4;1;1;1;1;Henry K. B.;5;1
4;3;3;2;3;1;1;2;1;1;Charlie M.;3;1
4;1;1;2;1;3;1;4;8;1;Wei A.;8;1
4;1;1;2;3;2;3;2;1;3;Chen R.;5;1
3;3;1;2;2;3;2;2;1;1;Emma P.;8;1
2;3;1;2;1;2;1;1;6;1;Jabari B.;8;1
4;2;1;2;1;1;2;2;6;1;Lea T.;8;1
3;2;1;2;3;3;1;4;2;1;Rami L.;6;1
1;2;1;1;1;3;1;4;8;1;Mia M.;9;1
4;3;1;2;3;2;4;2;1;1;Ananya J. K.;5;1
1;3;1;2;1;3;2;2;6;1;Hugo K.;8;1
1;5;1;1;1;3;1;2;11;1;Isabel X.;9;1
4;1;1;2;3;1;1;2;2;2;George K.;2;1
5;5;1;1;1;3;1;1;12;1;Manon X.;4;1
2;1;1;1;1;1;1;1;6;1;Astrid K.;9;1
4;2;1;2;3;2;3;2;1;1;Fatima R.;5;1
1;3;1;1;1;2;1;1;10;1;Yuki L.;8;1
4;1;3;2;3;3;2;2;15;2;Claire H. D.;8;1
3;5;1;2;1;1;1;1;7;1;Fanta Q.;8;1
4;1;1;2;3;2;2;3;7;2;Luigi U.;2;1
3;2;1;2;3;4;3;2;2;1;Luc Z.;5;1
3;2;1;2;2;2;2;1;7;1;Alba Q.;8;1
3;2;1;2;2;2;2;2;6;1;Hugo E. A.;8;1
3;1;1;1;1;3;1;1;10;1;Noura O.;9;1
4;1;1;2;3;1;1;3;4;4;Moussa A.;5;1
5;3;1;1;1;1;1;1;13;1;George N.-M.;6;1
1;2;3;2;3;2;5;3;1;1;Rosa B.;5;1
5;5;1;1;1;3;1;3;12;1;Elena M.;4;1
3;3;1;2;3;3;2;1;2;1;Freya F.;3;1
3;2;1;2;2;1;1;4;1;1;Fatima V.;5;1
5;3;1;1;1;3;1;1;13;1;Tao D.;7;1
1;1;1;1;1;2;1;1;9;1;Marina K.;8;1
2;2;1;2;2;2;2;2;2;1;Issa I.;8;1
4;1;1;2;3;2;1;3;7;1;Moussa R.;4;1
5;3;1;1;1;3;1;1;14;1;Alexander W.;6;1
5;3;1;1;1;3;1;1;14;1;Lea S.;6;1
4;2;1;2;2;2;3;1;15;1;Aisha F.;6;1
1;5;1;1;1;2;1;2;9;1;Carlos Z.;8;1
1;4;2;2;3;2;1;2;4;1;Chloé P.;3;1
3;1;1;1;1;1;1;1;9;1;Luca V.;8;1
2;4;1;2;3;3;3;1;1;1;Ndiaye P.;5;1
2;1;1;1;1;1;1;1;12;1;Jessica U.;9;1
3;5;1;2;2;3;1;1;2;1;Hina K.-S.;8;1
2;4;1;1;1;1;1;1;14;1;Alexander X.;8;1
5;5;1;1;1;3;1;2;13;1;Francisco O.;4;1
3;5;3;2;3;4;3;1;1;1;Jia N. Y.;4;1
2;1;1;1;1;1;1;1;10;1;Sakura P. R.;8;1
1;1;1;2;2;3;1;1;8;1;Lorenzo M.;8;1
4;1;1;2;3;1;1;3;4;3;Finn R.;5;1
2;2;1;2;2;2;2;2;3;1;Corentin M.;8;1
2;2;3;2;3;1;3;2;1;1;Néné K.;5;1
5;3;1;1;3;3;1;3;13;1;Bao G.;4;1
1;3;1;2;1;3;2;2;6;1;Ndiaye H.;8;1
3;2;1;2;2;2;2;1;7;1;Kimi S.;8;1
1;3;1;2;2;3;2;2;9;1;Vivaan A.;8;1
5;3;1;1;1;1;1;1;13;1;Ndiaye T.;6;1
4;4;2;2;3;1;1;1;2;1;Clara G.;6;1
2;4;1;1;1;1;1;1;14;1;Antonio D.;6;1
3;2;1;2;3;4;4;2;2;1;Léa V.;5;1
4;5;1;1;1;1;1;1;15;1;Sofia K.;7;1
3;2;3;2;3;1;3;2;2;1;Takumi A.;5;1
2;5;1;1;1;3;1;1;10;1;Marie T.-C.;9;1
5;3;1;1;1;3;1;1;13;1;Vincent S.;7;1
1;5;1;1;1;3;1;3;10;1;Abibatou C.;9;1
2;4;1;1;1;1;1;1;15;1;Lina E. R.;7;1
1;5;1;1;1;3;1;2;11;1;Emma S.;9;1
4;5;1;2;3;2;1;1;1;1;Nour Y.;3;1
2;4;1;1;1;1;1;1;14;1;Sekou L.;9;1
1;5;1;1;1;3;1;3;12;1;Lei K.;9;1
1;4;2;2;3;1;1;2;5;1;Saga E.-M.;2;1
4;2;1;2;2;2;2;1;7;1;Camille R.;8;1
3;1;1;1;1;1;1;1;9;1;Ismaël L.;8;1
2;5;1;1;1;3;1;1;11;1;Priya N. Z.;9;1
2;2;1;2;2;2;4;3;16;1;Daiki W.;4;1
1;2;1;2;3;3;5;2;2;1;Hugo W.;5;1
4;2;1;2;2;2;2;2;5;1;Pedro D.;8;1
1;5;1;1;1;1;1;1;14;1;Najet C.;6;1
2;2;1;2;2;2;3;4;15;1;Clément O.;3;1
5;3;1;1;1;1;1;1;13;1;Adama J.;6;1
2;4;1;1;1;3;1;2;11;1;Lina Z.;9;1
4;1;1;2;2;2;2;1;1;1;Mei F.;8;1
3;2;1;2;2;2;2;2;6;1;Kei Q.;8;1
1;1;1;1;1;3;1;3;9;1;Javier M.;8;1
3;2;1;2;3;2;2;2;1;1;Laura Y.;5;1
5;3;1;1;1;3;1;1;14;1;Salma F.;6;1
3;2;1;1;1;3;1;3;12;1;Rami T.;9;1
4;3;1;1;1;1;1;1;13;1;Ali S.-L.;6;1
1;4;1;2;3;2;1;3;1;1;Karim Y.;4;1
5;3;1;1;1;3;1;1;13;1;Andrea C.;7;1
5;4;1;1;1;2;1;2;10;1;Gabriella F.;8;1
5;5;1;1;1;3;1;3;14;1;Harry Z.;4;1
4;1;1;2;3;1;1;4;1;1;Riko B.;3;1
4;1;1;2;3;2;2;4;1;1;Sora W.;6;1
2;4;4;1;1;1;1;4;15;4;Pablo W.;6;1
3;2;1;2;2;2;2;1;7;1;Hugo Y.;8;1
5;3;1;1;1;3;1;1;14;1;Ismaël S.;6;1
2;5;1;1;1;3;1;4;11;1;Aurélie A.;9;1
3;5;1;1;1;3;1;2;11;1;Julien P.;9;1
3;2;1;2;3;3;4;1;1;1;Charlotte T.;4;1
1;3;1;1;1;1;1;1;14;1;Kenza Q.;6;1
4;1;3;2;3;2;2;2;3;4;Aziz S.;5;1
1;3;1;1;1;1;1;1;14;1;Sofia P.;6;1
3;1;1;2;2;1;1;2;2;1;Matteo C.;3;1
4;1;3;2;3;3;1;3;2;1;Tamsir K.;8;1
2;2;1;2;2;2;2;2;6;1;Nathan V. R.;8;1
3;5;1;1;1;1;1;1;11;1;Adam W. V.;9;1
1;5;1;1;1;2;1;2;9;1;Aurélie G.;8;1
3;5;1;1;1;3;1;1;10;1;Jack J.;9;1
4;1;4;2;3;4;1;2;2;1;Carmen B.;8;1
2;3;1;2;3;2;2;2;2;1;Marina P.;3;1
3;2;1;2;2;3;1;1;5;1;Omar C. N.;8;1
1;3;1;1;1;1;1;3;14;1;Aoi R. Y.;6;1
2;2;3;2;3;1;3;2;1;1;Khady D.;5;1
3;1;1;1;1;3;1;1;6;1;Cristina M.;9;1
2;2;1;2;2;2;2;2;5;1;Latifa H.;8;1
1;3;1;1;1;1;1;4;14;1;Sandra J.;7;1
5;5;1;1;1;3;1;3;14;1;Ismaël Z.;4;1
5;5;1;1;1;1;1;2;13;1;Inès Y.;8;1
5;5;1;1;1;3;1;3;12;1;John H.;4;1
1;3;1;1;1;3;1;3;14;1;Benoît F.;6;1
2;5;1;1;1;1;1;1;13;1;Chloé C.;9;1
5;4;1;1;1;1;1;1;14;1;Aurora N.-P.;6;1
5;5;1;1;1;3;1;2;13;1;Riko X.;4;1
1;2;1;1;1;2;2;2;9;1;Lucie D.;8;1
3;2;1;1;1;2;2;1;10;1;Fang C.-Z.;8;1
3;2;1;1;1;3;2;1;9;1;Alessandro W. Y.;8;1
4;1;1;2;3;2;1;3;4;4;Chloé D.;2;1
5;4;1;1;1;2;1;2;11;1;Karl J. B.;8;1
1;4;1;2;3;1;2;4;1;2;Wei T.-S.;8;1
1;1;1;2;2;3;4;2;4;1;Luis R.;8;1
5;3;1;2;1;3;1;2;13;1;Giovanni L.;6;1
2;2;1;1;1;2;2;4;9;1;Paul H.;8;1
2;4;1;1;1;3;1;2;7;1;Krishna P.-L.;9;1
