AGE;EDUCATION;ETHNICITY;GENDER;HOUSEHOLDSIZE;IDEOLOGY;INCOME;MARITALSTATUS;MBTI;NATIONALITY;NOM;OCCUPATION;PLACEOFRESIDENCE
4;1;1;2;3;2;1;2;2;1;Naoko Z.;5;1
4;4;3;2;3;3;3;1;6;3;Clara G.;3;1
4;3;1;2;3;1;3;1;1;1;Riko B.;4;1
4;3;1;2;2;2;2;2;5;1;Vivaan A.;3;1
1;1;1;1;1;3;1;2;15;1;Tao D.;5;1
1;2;1;2;2;2;2;1;7;1;Lorenzo M.;7;1
4;1;1;2;3;1;1;3;1;1;George K.;4;1
2;1;1;1;1;3;1;2;12;1;John H.;4;1
4;2;2;2;3;1;3;1;15;1;Maria H.;6;1
2;4;1;1;2;2;1;1;10;1;Karl J. B.;7;1
1;3;1;1;1;3;1;2;13;1;Lucia Y.-G.;6;1
3;2;3;2;3;1;3;4;1;1;Rami L.;7;1
4;4;3;2;3;3;3;1;6;3;Caterina Q.;3;1
4;3;4;2;3;1;1;2;1;1;Mia P.;8;1
2;1;1;1;1;3;1;2;13;1;Salma F.;5;1
1;3;1;1;1;3;1;2;13;1;Sofia P.;6;1
2;3;1;1;1;3;1;4;14;1;Antonio D.;6;1
3;2;1;2;3;1;3;1;2;1;Li B. J.;5;1
5;5;1;1;1;2;2;1;7;1;Mia M.;7;1
1;2;1;2;3;2;1;1;2;1;Aisha F.;3;1
2;3;1;1;1;3;1;4;14;1;Lina E. R.;5;1
5;5;1;1;1;3;2;2;11;1;Marie T.-C.;8;1
4;2;4;2;3;1;2;1;8;3;Moussa R.;4;1
1;2;3;2;3;1;1;2;2;1;Nour Y.;2;1
5;4;1;1;1;3;1;1;12;1;Inès Y.;4;1
4;5;3;2;3;2;3;2;4;1;Lars K.;5;1
3;2;1;2;2;1;1;4;6;1;Luis K.;7;1
3;2;3;2;3;1;1;2;15;1;Léa V.;8;1
3;1;1;1;2;1;1;1;6;1;Ismaël L.;7;1
4;5;1;2;3;1;3;2;1;1;George P.;3;1
3;5;1;1;2;1;2;1;10;1;Pedro G.;7;1
4;2;1;2;3;3;4;1;16;1;Giulia W.-Z.;5;1
3;2;1;2;2;2;1;1;9;1;Lea T.;7;1
5;1;1;1;1;3;1;2;11;1;Diego Y. D.;8;1
3;3;1;2;2;2;2;1;8;1;Jabari B.;7;1
1;4;2;2;3;1;2;2;1;1;Laura M.;5;1
3;2;1;2;2;2;2;1;8;1;Wei A.;7;1
5;5;1;1;1;3;2;1;10;1;Aurélie A.;7;1
2;1;1;2;3;1;3;1;16;1;Freya F.;4;1
2;4;4;1;1;2;1;2;14;4;Pablo W.;6;1
5;1;1;1;1;3;1;2;13;1;Adam W. V.;8;1
3;2;3;2;3;1;3;4;1;1;Amina W.;7;1
1;3;1;1;1;3;1;2;14;1;Andrea C.;5;1
5;4;4;1;1;3;1;2;13;4;Sekou L.;6;1
5;2;1;2;2;2;2;1;9;1;Adrian D.;7;1
4;2;1;2;3;1;1;3;1;1;Andres X.;4;1
4;1;1;2;3;1;2;4;15;1;Takeshi T.;4;1
5;1;1;1;1;3;2;2;12;1;Julien P.;8;1
2;2;1;2;2;2;1;1;7;1;Simone I.;7;1
3;2;1;2;2;2;2;1;7;1;Wei L.;7;1
4;2;1;2;2;2;2;3;5;1;Camille R.;7;1
3;2;1;1;2;2;1;1;10;1;Carlos Z.;7;1
3;2;1;2;3;1;3;1;2;1;William G.;5;1
4;2;1;1;2;1;1;2;4;1;Federico U.;7;1
3;2;1;1;2;2;5;1;9;1;Lucie D.;7;1
1;4;1;1;1;3;1;2;13;1;Lucie Z.;5;1
1;3;1;1;2;1;5;2;9;1;Matteo H.;7;1
4;2;1;2;3;1;1;3;1;1;Federico Q.;4;1
5;1;1;1;1;3;1;2;13;1;Amina L.;8;1
2;3;1;1;1;3;1;2;14;1;Franco L.;5;1
4;2;1;2;2;1;1;2;4;1;Martin L.;6;1
3;2;1;2;2;2;2;4;6;1;Giovanni T.;7;1
4;4;1;2;2;2;1;3;9;1;Cheikh T.;7;1
4;2;1;1;2;1;1;2;4;1;Luc D.;7;1
4;1;1;2;3;1;2;3;1;2;Amelia L.-A.;1;1
2;1;1;1;1;3;1;2;13;1;Alexander W.;4;1
2;4;1;2;3;2;3;1;3;1;Elisa R.;7;1
4;5;1;1;1;1;2;2;10;1;Paul E.;7;1
4;1;1;1;1;3;1;1;13;1;Giovanni L.;6;1
3;5;1;1;2;2;1;2;9;1;Catherine A.;7;1
4;3;4;2;3;1;1;2;1;1;Fatima R.;8;1
4;1;3;2;3;2;4;2;2;2;Tamsir K.;7;1
3;1;1;2;2;2;1;2;2;1;Luis R.;5;1
3;3;1;1;2;3;1;2;9;1;Louis U.;7;1
1;3;1;2;2;2;2;1;7;1;Carlos F.;7;1
4;2;1;2;3;4;4;1;16;1;Jack W.;6;1
3;2;1;1;2;1;2;1;9;1;Sakura P. R.;7;1
1;4;3;2;3;2;1;2;1;2;Wei T.-S.;7;1
5;1;1;1;1;3;1;1;12;1;Youssef W.;4;1
4;2;1;2;3;1;5;1;1;1;Chen R.;6;1
5;5;1;1;1;3;1;1;10;1;Redouane X.;7;1
5;5;1;1;1;3;1;2;11;1;Chloé C.;8;1
3;5;1;2;2;2;2;1;2;1;Li D.;7;1
5;1;1;1;1;3;2;2;11;1;Emma S.;8;1
3;3;4;2;3;4;2;2;1;1;Mei F.;7;1
2;1;1;1;1;3;1;1;14;1;Ismaël Z.;5;1
2;1;1;1;2;2;2;2;6;1;Gabriella F.;7;1
3;1;1;2;2;2;2;3;6;1;Björn B.;6;1
1;2;3;2;3;1;1;2;2;1;Khady D.;4;1
5;2;1;1;2;2;2;2;12;1;Aïcha H.;7;1
2;2;1;2;2;2;2;1;5;1;Abibatou N.;4;1
4;3;4;2;3;1;1;2;1;1;Noura T.;8;1
3;1;1;2;2;2;2;1;4;1;Daniela G.;7;1
1;1;1;1;1;3;1;1;13;1;Harry Z.;7;1
2;3;1;1;1;3;1;2;15;1;Patricia W.;5;1
4;3;2;2;3;1;3;1;1;1;Yui F. B.;3;1
3;2;1;2;3;1;3;1;1;1;Charlie M.;2;1
3;2;1;2;3;3;3;4;1;1;Moussa U.;3;1
2;5;1;1;1;3;1;2;14;1;Lea S.;5;1
5;2;1;2;3;3;1;2;16;1;Hugo W.;6;1
5;5;1;1;1;3;2;2;10;1;Henry O.;7;1
4;3;4;2;3;1;1;2;1;1;Hana V.;8;1
4;5;1;1;1;2;2;2;10;1;Jessica U.;7;1
4;1;1;2;3;1;1;3;1;1;Emily Q.;4;1
4;1;1;1;2;3;1;1;4;1;Luca V.;7;1
5;1;1;1;1;3;1;2;12;1;Francisco O.;8;1
3;4;1;1;2;2;1;1;9;1;Emma M.;7;1
1;2;2;2;3;2;4;3;11;1;Saga C. G.;6;1
4;3;2;2;3;2;1;1;2;1;Rémi C.;5;1
5;1;1;1;1;3;1;2;11;1;Manon X.;8;1
2;4;4;1;1;2;1;2;14;4;Fernando K.;6;1
3;3;1;2;2;2;1;2;5;1;Luigi O.;7;1
1;1;1;1;1;3;1;1;14;1;James J. J.;6;1
2;3;1;1;1;3;1;2;14;1;Najet C.;5;1
4;2;1;2;3;1;1;3;1;1;William J.;4;1
5;1;1;1;1;3;1;2;11;1;Noura A.;8;1
5;2;1;1;2;2;5;3;11;1;Fang C.-Z.;7;1
5;1;1;1;1;3;1;2;11;1;Juan S.;8;1
1;2;3;2;3;1;1;2;2;1;Luc Z.;4;1
4;2;1;2;2;2;2;3;5;1;Brahim C.;3;1
5;2;2;2;3;2;3;1;15;1;Charlotte T.;7;1
5;1;1;1;1;3;1;2;12;1;Aisha T. N.;8;1
4;1;1;2;3;1;1;3;1;1;Kaori R.;4;1
3;5;1;1;2;3;2;2;7;1;Li E.;7;1
5;1;1;1;1;3;5;2;14;1;Wei W.;5;1
5;1;1;1;1;3;1;2;11;1;Lei K.;8;1
4;1;3;2;3;1;4;2;15;2;Claire H. D.;7;1
4;5;1;1;1;1;2;2;14;1;Vivaan Z.;7;1
2;5;1;1;1;1;2;2;10;1;Krishna P.-L.;7;1
5;2;1;1;2;2;2;2;6;1;Paul H.;7;1
4;1;1;1;1;3;1;1;14;1;Ali Q.;6;1
3;2;1;2;2;2;2;4;6;1;Boubacar B.;7;1
3;5;1;1;2;2;2;1;10;1;Sofiane T.;7;1
4;3;1;1;2;2;1;1;9;1;Marina K.;7;1
3;1;1;2;3;1;2;4;5;1;Diya W.-T.;3;1
4;2;1;2;2;2;1;2;2;1;Luc N.;4;1
2;3;1;1;1;3;1;2;13;1;Hicham W.;5;1
3;1;1;2;3;1;3;1;1;1;Matteo C.;4;1
2;4;1;1;1;3;1;4;14;1;James C. K.;5;1
2;2;1;1;2;2;1;3;6;1;Alessandro W. Y.;7;1
2;3;1;1;1;3;1;2;13;1;Ismaël S.;5;1
1;2;1;2;3;2;1;2;1;1;Sofia F.-V.;4;1
2;3;1;2;2;3;1;4;14;1;Aurora N.-P.;6;1
2;2;1;2;3;2;5;2;3;1;Fatima V.;6;1
4;3;1;2;2;1;2;2;8;1;Hugo K.;7;1
2;2;1;2;3;2;1;2;4;1;Clément O.;6;1
1;4;2;2;3;1;3;2;1;1;Saga E.-M.;3;1
3;2;1;2;2;2;1;1;10;1;Latifa H.;7;1
3;1;1;2;2;3;2;1;5;1;Yuki Y.;7;1
4;1;3;2;3;4;4;2;6;2;Thomas X.;7;1
2;4;4;1;1;2;1;2;13;4;Sophie V.;6;1
1;4;1;2;3;2;1;2;3;2;Sofia X.;7;1
5;1;1;1;1;3;1;1;14;1;Kenta Z.;8;1
1;3;1;1;1;3;1;2;14;1;Benoît F.;6;1
4;1;3;2;3;1;2;2;1;3;Luigi U.;2;1
3;2;1;2;2;2;1;1;10;1;Hugo E. A.;7;1
1;2;3;2;3;1;1;2;2;1;Néné K.;4;1
2;3;1;1;1;3;1;2;13;1;Emma H.;8;1
3;2;1;2;2;2;2;4;6;1;Omar C. N.;7;1
4;2;1;2;2;2;2;3;2;1;Amelia T.;4;1
3;2;1;1;2;2;1;2;9;1;Aurélie G.;7;1
2;3;1;1;1;3;1;2;15;1;Hanane W.;5;1
4;1;3;2;3;1;2;2;1;3;Sora W.;2;1
3;1;1;2;3;1;2;2;16;1;Zanele L.;3;1
2;3;1;1;1;3;1;2;13;1;Ali S.-L.;5;1
3;2;1;2;2;2;2;1;6;1;Hugo Y.;7;1
2;4;1;1;1;3;1;4;14;1;Isla K.;6;1
4;2;1;2;2;2;2;2;2;1;Amina Z. G.;5;1
5;5;1;1;1;3;2;2;8;1;Raffaele Z.;7;1
5;5;1;1;1;2;1;2;2;1;Noura O.;7;1
3;2;1;2;3;1;3;1;2;1;Ndiaye P.;5;1
3;1;3;2;3;1;2;2;15;1;Ananya J. K.;2;1
3;2;1;2;3;1;3;2;16;1;Dalila J.;3;1
4;4;3;2;3;3;3;1;6;3;Takumi F.-Z.;3;1
3;2;1;2;2;1;1;4;6;1;Pedro D.;7;1
2;5;1;1;2;3;1;4;14;1;Fanta X.;6;1
3;2;1;2;2;3;2;2;6;1;Ali F.;7;1
4;2;3;2;3;1;1;3;2;1;Bilal A.;2;1
4;1;2;2;3;3;1;3;1;3;Moussa A.;4;1
4;1;2;2;3;3;1;3;1;3;Chloé D.;4;1
3;1;1;1;2;2;5;3;2;1;Javier M.;7;1
3;2;1;2;2;2;2;1;7;1;Martin N.;7;1
3;2;1;1;2;2;2;2;9;1;Yuki L.;7;1
4;1;1;2;3;2;4;1;3;1;Carmen B.;7;1
3;2;1;2;2;2;4;2;2;1;Saga W.;6;1
1;3;1;1;1;3;1;2;15;1;Adama J.;5;1
3;2;1;2;2;2;1;1;10;1;Ahmed T.;7;1
4;1;1;1;1;3;1;2;14;1;Valentin P.;6;1
1;1;1;1;1;3;1;2;13;1;Riko X.;4;1
1;3;1;2;2;2;2;1;6;1;Hina K.-S.;6;1
2;1;1;1;1;3;1;2;13;1;George N.-M.;5;1
3;5;1;1;2;2;2;2;9;1;Cristina M.;7;1
3;2;3;2;3;1;3;4;1;1;Henry K. B.;7;1
4;1;3;2;3;1;2;2;1;3;Fatou G.;2;1
4;2;1;2;2;2;1;2;5;1;Issa I.;3;1
4;4;2;2;3;1;2;1;1;1;Aziz S.;3;1
3;2;3;2;3;1;3;4;1;1;Takumi A.;7;1
5;5;1;1;1;3;1;2;12;1;Paul V.-T.;7;1
3;2;3;2;2;1;2;2;4;1;Kei E.;5;1
5;5;1;1;1;3;1;2;11;1;Imen F.;8;1
4;4;1;2;3;2;3;1;3;3;Hana H.;3;1
2;4;1;1;2;3;1;4;14;1;Takumi H.-M.;6;1
2;4;1;2;3;2;2;1;2;1;Xiao R.-A.;5;1
2;1;1;2;3;1;4;2;16;1;Marina P.;4;1
5;5;1;1;1;3;2;2;5;1;Rossana B.;7;1
5;5;1;1;1;3;2;1;11;1;Latifa N.;8;1
5;1;1;1;1;3;2;2;11;1;Amelia H.-M.;8;1
3;2;1;2;2;2;2;1;6;1;Alba Q.;7;1
5;5;1;1;1;3;2;2;8;1;Isabel X.;7;1
1;3;1;1;1;3;1;2;13;1;Sofia K.;5;1
5;1;1;1;1;3;1;2;11;1;Chloé I.;8;1
4;3;4;2;3;2;2;1;3;3;Hina R.;2;1
1;1;1;1;1;3;1;2;13;1;Riko J.;4;1
3;2;1;2;2;2;5;2;2;1;Mia J.;7;1
5;5;1;1;1;2;1;2;12;1;Lina Z.;7;1
4;2;1;2;2;2;2;1;8;1;Elsa H.;7;1
4;1;3;2;3;4;4;4;2;2;Khady S.;7;1
2;3;1;1;1;3;1;2;14;1;Ben B.;5;1
4;4;1;1;2;2;1;1;10;1;Yuki A.;7;1
1;2;1;2;3;2;1;1;2;1;Karim Y.;3;1
5;1;1;1;1;3;1;2;13;1;Jia V. R.;8;1
1;3;1;2;2;2;2;1;7;1;Fanta Q.;7;1
5;5;1;1;1;3;1;2;8;1;Yacouba W.;7;1
5;5;1;1;1;2;2;2;11;1;Han Y.;7;1
1;2;3;2;2;1;5;2;2;1;John A.;6;1
2;2;1;2;2;2;1;2;5;1;Corentin M.;7;1
2;1;1;1;1;3;5;1;13;1;Elena M.;4;1
3;2;1;2;2;2;2;1;6;1;Hannah U.;7;1
4;1;1;2;3;1;1;4;2;1;Ethan X.;4;1
2;1;1;1;1;3;1;2;13;1;Amelia K.;6;1
4;1;1;2;3;1;1;3;12;1;Finn R.;2;1
2;3;1;1;1;3;1;2;13;1;Kenza Q.;5;1
1;3;1;1;1;3;1;2;13;1;Sandra J.;5;1
5;5;1;1;1;3;1;2;11;1;Abibatou C.;8;1
1;4;2;2;3;1;3;2;1;1;Thabo B.;3;1
5;5;1;1;1;3;1;2;5;1;Binta M.;7;1
